identifier,var,group,term_nr,term,statistic,value,type,method,confirmatory,notes
M2,,,10,apartment_rating_median_z,2.5 %,0.04352338,,Linear regression,TRUE,Attractiveness only
M2,,,10,apartment_rating_median_z,97.5 %,0.06210617,,Linear regression,TRUE,Attractiveness only
M2,,,11,(Model),R squared,0.6406344,,Linear regression,TRUE,Attractiveness only
M2,,,11,(Model),adjusted R squared,0.6374322,,Linear regression,TRUE,Attractiveness only
M2,,,11,(Model),F,200.0565,,Linear regression,TRUE,Attractiveness only
M2,,,11,(Model),numerator df,9,,Linear regression,TRUE,Attractiveness only
M2,,,11,(Model),denominator df,1010,,Linear regression,TRUE,Attractiveness only
M2,,,11,(Model),p,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001876558,,Linear regression,TRUE,Attractiveness only
M3,,,1,(Intercept),b,1.952531,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,1,(Intercept),SE,0.00918918,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,1,(Intercept),t,212.4815,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,1,(Intercept),p,0,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,1,(Intercept),df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,1,(Intercept),2.5 %,1.934499,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,1,(Intercept),97.5 %,1.970563,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,2,trustworthiness_median_z,b,-0.005176246,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,2,trustworthiness_median_z,SE,0.004769529,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,2,trustworthiness_median_z,t,-1.085274,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,2,trustworthiness_median_z,p,0.2780595,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,2,trustworthiness_median_z,df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,2,trustworthiness_median_z,2.5 %,-0.01453558,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,2,trustworthiness_median_z,97.5 %,0.004183086,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,3,attractiveness_median_z,b,0.01191333,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,3,attractiveness_median_z,SE,0.004840725,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,3,attractiveness_median_z,t,2.461062,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,3,attractiveness_median_z,p,0.01401916,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,3,attractiveness_median_z,df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,3,attractiveness_median_z,2.5 %,0.002414283,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,3,attractiveness_median_z,97.5 %,0.02141237,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,4,host_gendermale,b,0.004758241,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,4,host_gendermale,SE,0.009906614,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,4,host_gendermale,t,0.4803096,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,4,host_gendermale,p,0.6311114,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,4,host_gendermale,df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,4,host_gendermale,2.5 %,-0.01468168,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,4,host_gendermale,97.5 %,0.02419817,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,5,host_is_superhost1,b,0.01460979,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,5,host_is_superhost1,SE,0.01352863,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,5,host_is_superhost1,t,1.079916,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,5,host_is_superhost1,p,0.2804375,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,5,host_is_superhost1,df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,5,host_is_superhost1,2.5 %,-0.01193769,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,5,host_is_superhost1,97.5 %,0.04115727,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,6,review_scores_rating_z,b,0.02226355,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,6,review_scores_rating_z,SE,0.004802101,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,6,review_scores_rating_z,t,4.636209,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,6,review_scores_rating_z,p,0.00000401395,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,6,review_scores_rating_z,df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,6,review_scores_rating_z,2.5 %,0.0128403,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,6,review_scores_rating_z,97.5 %,0.03168679,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,7,number_of_reviews_log_z,b,0.002040378,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,7,number_of_reviews_log_z,SE,0.004745227,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,7,number_of_reviews_log_z,t,0.4299854,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,7,number_of_reviews_log_z,p,0.6672981,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,7,number_of_reviews_log_z,df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,7,number_of_reviews_log_z,2.5 %,-0.007271265,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,7,number_of_reviews_log_z,97.5 %,0.01135202,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,8,median_rent_log_z,b,0.07599139,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,8,median_rent_log_z,SE,0.004605038,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,8,median_rent_log_z,t,16.5018,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,8,median_rent_log_z,p,0.000000000000000000000000000000000000000000000000000002433741,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,8,median_rent_log_z,df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,8,median_rent_log_z,2.5 %,0.06695485,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,8,median_rent_log_z,97.5 %,0.08502794,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,9,entire_apartment1,b,0.2454865,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,9,entire_apartment1,SE,0.009639991,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,9,entire_apartment1,t,25.46543,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,9,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007134278,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,9,entire_apartment1,df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,9,entire_apartment1,2.5 %,0.2265698,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,9,entire_apartment1,97.5 %,0.2644032,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,10,bedrooms_z,b,0.06317823,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,10,bedrooms_z,SE,0.004607238,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,10,bedrooms_z,t,13.71282,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,10,bedrooms_z,p,0.000000000000000000000000000000000000002272758,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,10,bedrooms_z,df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,10,bedrooms_z,2.5 %,0.05413736,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,10,bedrooms_z,97.5 %,0.07221909,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,11,apartment_rating_median_z,b,0.0529392,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,11,apartment_rating_median_z,SE,0.004735885,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,11,apartment_rating_median_z,t,11.17831,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,11,apartment_rating_median_z,p,0.000000000000000000000000001972308,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,11,apartment_rating_median_z,df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,11,apartment_rating_median_z,2.5 %,0.04364589,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,11,apartment_rating_median_z,97.5 %,0.06223251,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,12,(Model),R squared,0.6410534,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,12,(Model),adjusted R squared,0.637496,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,12,(Model),F,180.2003,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,12,(Model),numerator df,10,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,12,(Model),denominator df,1009,,Linear regression,TRUE,Trustworthiness + attractiveness
M3,,,12,(Model),p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001520021,,Linear regression,TRUE,Trustworthiness + attractiveness
M4,,,1,(Intercept),b,1.950878,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,1,(Intercept),SE,0.009225772,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,1,(Intercept),t,211.4596,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,1,(Intercept),p,0,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,1,(Intercept),df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,1,(Intercept),2.5 %,1.932774,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,1,(Intercept),97.5 %,1.968982,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,2,trustworthiness_median_z,b,-0.003592899,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,2,trustworthiness_median_z,SE,0.004846153,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,2,trustworthiness_median_z,t,-0.7413919,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,2,trustworthiness_median_z,p,0.4586285,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,2,trustworthiness_median_z,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,2,trustworthiness_median_z,2.5 %,-0.0131026,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,2,trustworthiness_median_z,97.5 %,0.005916806,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,3,attractiveness_median_z,b,0.01262474,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,3,attractiveness_median_z,SE,0.004851863,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,3,attractiveness_median_z,t,2.602039,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,3,attractiveness_median_z,p,0.00940304,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,3,attractiveness_median_z,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,3,attractiveness_median_z,2.5 %,0.00310383,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,3,attractiveness_median_z,97.5 %,0.02214565,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,4,host_gendermale,b,0.00450237,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,4,host_gendermale,SE,0.009896921,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,4,host_gendermale,t,0.4549264,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,4,host_gendermale,p,0.6492602,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,4,host_gendermale,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,4,host_gendermale,2.5 %,-0.01491856,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,4,host_gendermale,97.5 %,0.0239233,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,5,host_is_superhost1,b,0.01492364,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,5,host_is_superhost1,SE,0.01351512,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,5,host_is_superhost1,t,1.104218,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,5,host_is_superhost1,p,0.2697621,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,5,host_is_superhost1,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,5,host_is_superhost1,2.5 %,-0.01159736,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,5,host_is_superhost1,97.5 %,0.04144464,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,6,review_scores_rating_z,b,0.02212975,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,6,review_scores_rating_z,SE,0.004797485,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,6,review_scores_rating_z,t,4.612781,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,6,review_scores_rating_z,p,0.0000044842,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,6,review_scores_rating_z,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,6,review_scores_rating_z,2.5 %,0.01271555,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,6,review_scores_rating_z,97.5 %,0.03154395,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,7,number_of_reviews_log_z,b,0.002013868,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,7,number_of_reviews_log_z,SE,0.00474011,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,7,number_of_reviews_log_z,t,0.4248567,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,7,number_of_reviews_log_z,p,0.6710318,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,7,number_of_reviews_log_z,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,7,number_of_reviews_log_z,2.5 %,-0.007287747,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,7,number_of_reviews_log_z,97.5 %,0.01131548,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,8,median_rent_log_z,b,0.07635072,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,8,median_rent_log_z,SE,0.004604448,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,8,median_rent_log_z,t,16.58195,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,8,median_rent_log_z,p,0.0000000000000000000000000000000000000000000000000000008660379,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,8,median_rent_log_z,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,8,median_rent_log_z,2.5 %,0.06731532,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,8,median_rent_log_z,97.5 %,0.08538612,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,9,entire_apartment1,b,0.2456248,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,9,entire_apartment1,SE,0.009629861,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,9,entire_apartment1,t,25.50658,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,9,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003970442,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,9,entire_apartment1,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,9,entire_apartment1,2.5 %,0.226728,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,9,entire_apartment1,97.5 %,0.2645217,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,10,bedrooms_z,b,0.06333953,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,10,bedrooms_z,SE,0.004603134,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,10,bedrooms_z,t,13.76009,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,10,bedrooms_z,p,0.000000000000000000000000000000000000001320748,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,10,bedrooms_z,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,10,bedrooms_z,2.5 %,0.05430671,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,10,bedrooms_z,97.5 %,0.07237236,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,11,apartment_rating_median_z,b,0.05281497,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,11,apartment_rating_median_z,SE,0.004731267,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,11,apartment_rating_median_z,t,11.16297,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,11,apartment_rating_median_z,p,0.000000000000000000000000002307769,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,11,apartment_rating_median_z,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,11,apartment_rating_median_z,2.5 %,0.04353071,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,11,apartment_rating_median_z,97.5 %,0.06209923,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,12,trustworthiness_median_z:attractiveness_median_z,b,0.007531567,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,12,trustworthiness_median_z:attractiveness_median_z,SE,0.004217297,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,12,trustworthiness_median_z:attractiveness_median_z,t,1.785875,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,12,trustworthiness_median_z:attractiveness_median_z,p,0.07441999,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,12,trustworthiness_median_z:attractiveness_median_z,df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,12,trustworthiness_median_z:attractiveness_median_z,2.5 %,-0.000744121,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,12,trustworthiness_median_z:attractiveness_median_z,97.5 %,0.01580725,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,13,(Model),R squared,0.6421856,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,13,(Model),adjusted R squared,0.6382809,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,13,(Model),F,164.4639,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,13,(Model),numerator df,11,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,13,(Model),denominator df,1008,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M4,,,13,(Model),p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004294282,,Linear regression,TRUE,Trustworthiness-attractiveness interaction
M5,,,1,(Intercept),b,1.949212,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,1,(Intercept),SE,0.009343223,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,1,(Intercept),t,208.623,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,1,(Intercept),p,0,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,1,(Intercept),df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,1,(Intercept),2.5 %,1.930877,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,1,(Intercept),97.5 %,1.967546,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,2,trustworthiness_median_z,b,0.004225298,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,2,trustworthiness_median_z,SE,0.0068795,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,2,trustworthiness_median_z,t,0.6141869,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,2,trustworthiness_median_z,p,0.5392305,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,2,trustworthiness_median_z,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,2,trustworthiness_median_z,2.5 %,-0.009274483,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,2,trustworthiness_median_z,97.5 %,0.01772508,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,3,host_gendermale,b,0.005397881,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,3,host_gendermale,SE,0.009899697,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,3,host_gendermale,t,0.5452572,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,3,host_gendermale,p,0.5856973,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,3,host_gendermale,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,3,host_gendermale,2.5 %,-0.01402849,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,3,host_gendermale,97.5 %,0.02482426,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,4,attractiveness_median_z,b,0.0128479,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,4,attractiveness_median_z,SE,0.004859644,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,4,attractiveness_median_z,t,2.643795,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,4,attractiveness_median_z,p,0.008325535,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,4,attractiveness_median_z,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,4,attractiveness_median_z,2.5 %,0.003311724,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,4,attractiveness_median_z,97.5 %,0.02238408,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,5,host_is_superhost1,b,0.01494663,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,5,host_is_superhost1,SE,0.01351249,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,5,host_is_superhost1,t,1.106135,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,5,host_is_superhost1,p,0.2689321,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,5,host_is_superhost1,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,5,host_is_superhost1,2.5 %,-0.0115692,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,5,host_is_superhost1,97.5 %,0.04146247,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,6,review_scores_rating_z,b,0.02204301,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,6,review_scores_rating_z,SE,0.004797368,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,6,review_scores_rating_z,t,4.594813,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,6,review_scores_rating_z,p,0.000004879762,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,6,review_scores_rating_z,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,6,review_scores_rating_z,2.5 %,0.01262904,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,6,review_scores_rating_z,97.5 %,0.03145699,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,7,number_of_reviews_log_z,b,0.001982873,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,7,number_of_reviews_log_z,SE,0.004739251,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,7,number_of_reviews_log_z,t,0.4183936,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,7,number_of_reviews_log_z,p,0.6757485,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,7,number_of_reviews_log_z,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,7,number_of_reviews_log_z,2.5 %,-0.007317056,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,7,number_of_reviews_log_z,97.5 %,0.0112828,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,8,median_rent_log_z,b,0.07646168,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,8,median_rent_log_z,SE,0.004605842,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,8,median_rent_log_z,t,16.60102,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,8,median_rent_log_z,p,0.0000000000000000000000000000000000000000000000000000006748248,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,8,median_rent_log_z,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,8,median_rent_log_z,2.5 %,0.06742354,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,8,median_rent_log_z,97.5 %,0.08549981,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,9,entire_apartment1,b,0.2455444,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,9,entire_apartment1,SE,0.009627702,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,9,entire_apartment1,t,25.50395,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,9,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004136344,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,9,entire_apartment1,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,9,entire_apartment1,2.5 %,0.2266518,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,9,entire_apartment1,97.5 %,0.264437,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,10,bedrooms_z,b,0.06325769,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,10,bedrooms_z,SE,0.004601533,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,10,bedrooms_z,t,13.74709,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,10,bedrooms_z,p,0.000000000000000000000000000000000000001536497,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,10,bedrooms_z,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,10,bedrooms_z,2.5 %,0.05422801,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,10,bedrooms_z,97.5 %,0.07228737,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,11,apartment_rating_median_z,b,0.05283999,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,11,apartment_rating_median_z,SE,0.004730114,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,11,apartment_rating_median_z,t,11.17098,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,11,apartment_rating_median_z,p,0.000000000000000000000000002129871,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,11,apartment_rating_median_z,df,1008,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,11,apartment_rating_median_z,2.5 %,0.04355799,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,11,apartment_rating_median_z,97.5 %,0.06212198,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,12,trustworthiness_median_z:host_gendermale,b,-0.01797633,,Linear regression,TRUE,Trustworthiness-gender interaction
M5,,,12,trustworthiness_median_z:host_gendermale,SE,0.009490702,,Linear regression,TRUE,Trustworthiness-gender interaction
