identifier,var,group,term_nr,term,statistic,value,type,method,confirmatory,notes
M8_means,,,1,(Intercept),2.5 %,1.932676,,Linear regression,TRUE,
M8_means,,,1,(Intercept),97.5 %,1.969081,,Linear regression,TRUE,
M8_means,,,2,trustworthiness_mean_z,b,-0.002614225,,Linear regression,TRUE,
M8_means,,,2,trustworthiness_mean_z,SE,0.004847417,,Linear regression,TRUE,
M8_means,,,2,trustworthiness_mean_z,t,-0.5393027,,Linear regression,TRUE,
M8_means,,,2,trustworthiness_mean_z,p,0.5897971,,Linear regression,TRUE,
M8_means,,,2,trustworthiness_mean_z,df,1008,,Linear regression,TRUE,
M8_means,,,2,trustworthiness_mean_z,2.5 %,-0.01212641,,Linear regression,TRUE,
M8_means,,,2,trustworthiness_mean_z,97.5 %,0.006897959,,Linear regression,TRUE,
M8_means,,,3,attractiveness_mean_z,b,0.01273841,,Linear regression,TRUE,
M8_means,,,3,attractiveness_mean_z,SE,0.008136358,,Linear regression,TRUE,
M8_means,,,3,attractiveness_mean_z,t,1.565616,,Linear regression,TRUE,
M8_means,,,3,attractiveness_mean_z,p,0.1177523,,Linear regression,TRUE,
M8_means,,,3,attractiveness_mean_z,df,1008,,Linear regression,TRUE,
M8_means,,,3,attractiveness_mean_z,2.5 %,-0.003227725,,Linear regression,TRUE,
M8_means,,,3,attractiveness_mean_z,97.5 %,0.02870455,,Linear regression,TRUE,
M8_means,,,4,entire_apartment1,b,0.245409,,Linear regression,TRUE,
M8_means,,,4,entire_apartment1,SE,0.009651165,,Linear regression,TRUE,
M8_means,,,4,entire_apartment1,t,25.42791,,Linear regression,TRUE,
M8_means,,,4,entire_apartment1,p,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134623,,Linear regression,TRUE,
M8_means,,,4,entire_apartment1,df,1008,,Linear regression,TRUE,
M8_means,,,4,entire_apartment1,2.5 %,0.2264703,,Linear regression,TRUE,
M8_means,,,4,entire_apartment1,97.5 %,0.2643476,,Linear regression,TRUE,
M8_means,,,5,host_gendermale,b,0.008205486,,Linear regression,TRUE,
M8_means,,,5,host_gendermale,SE,0.01016268,,Linear regression,TRUE,
M8_means,,,5,host_gendermale,t,0.8074138,,Linear regression,TRUE,
M8_means,,,5,host_gendermale,p,0.4196186,,Linear regression,TRUE,
M8_means,,,5,host_gendermale,df,1008,,Linear regression,TRUE,
M8_means,,,5,host_gendermale,2.5 %,-0.01173694,,Linear regression,TRUE,
M8_means,,,5,host_gendermale,97.5 %,0.02814791,,Linear regression,TRUE,
M8_means,,,6,host_is_superhost1,b,0.01487067,,Linear regression,TRUE,
M8_means,,,6,host_is_superhost1,SE,0.01356319,,Linear regression,TRUE,
M8_means,,,6,host_is_superhost1,t,1.096399,,Linear regression,TRUE,
M8_means,,,6,host_is_superhost1,p,0.2731661,,Linear regression,TRUE,
M8_means,,,6,host_is_superhost1,df,1008,,Linear regression,TRUE,
M8_means,,,6,host_is_superhost1,2.5 %,-0.01174466,,Linear regression,TRUE,
M8_means,,,6,host_is_superhost1,97.5 %,0.041486,,Linear regression,TRUE,
M8_means,,,7,review_scores_rating_z,b,0.02211206,,Linear regression,TRUE,
M8_means,,,7,review_scores_rating_z,SE,0.004808492,,Linear regression,TRUE,
M8_means,,,7,review_scores_rating_z,t,4.598544,,Linear regression,TRUE,
M8_means,,,7,review_scores_rating_z,p,0.000004794979,,Linear regression,TRUE,
M8_means,,,7,review_scores_rating_z,df,1008,,Linear regression,TRUE,
M8_means,,,7,review_scores_rating_z,2.5 %,0.01267626,,Linear regression,TRUE,
M8_means,,,7,review_scores_rating_z,97.5 %,0.03154786,,Linear regression,TRUE,
M8_means,,,8,number_of_reviews_log_z,b,0.001970276,,Linear regression,TRUE,
M8_means,,,8,number_of_reviews_log_z,SE,0.004745929,,Linear regression,TRUE,
M8_means,,,8,number_of_reviews_log_z,t,0.4151507,,Linear regression,TRUE,
M8_means,,,8,number_of_reviews_log_z,p,0.6781199,,Linear regression,TRUE,
M8_means,,,8,number_of_reviews_log_z,df,1008,,Linear regression,TRUE,
M8_means,,,8,number_of_reviews_log_z,2.5 %,-0.007342756,,Linear regression,TRUE,
M8_means,,,8,number_of_reviews_log_z,97.5 %,0.01128331,,Linear regression,TRUE,
M8_means,,,9,median_rent_log_z,b,0.07599037,,Linear regression,TRUE,
M8_means,,,9,median_rent_log_z,SE,0.004612592,,Linear regression,TRUE,
M8_means,,,9,median_rent_log_z,t,16.47455,,Linear regression,TRUE,
M8_means,,,9,median_rent_log_z,p,0.000000000000000000000000000000000000000000000000000003517818,,Linear regression,TRUE,
M8_means,,,9,median_rent_log_z,df,1008,,Linear regression,TRUE,
M8_means,,,9,median_rent_log_z,2.5 %,0.06693899,,Linear regression,TRUE,
M8_means,,,9,median_rent_log_z,97.5 %,0.08504176,,Linear regression,TRUE,
M8_means,,,10,bedrooms_z,b,0.06322781,,Linear regression,TRUE,
M8_means,,,10,bedrooms_z,SE,0.004605613,,Linear regression,TRUE,
M8_means,,,10,bedrooms_z,t,13.72842,,Linear regression,TRUE,
M8_means,,,10,bedrooms_z,p,0.00000000000000000000000000000000000000190911,,Linear regression,TRUE,
M8_means,,,10,bedrooms_z,df,1008,,Linear regression,TRUE,
M8_means,,,10,bedrooms_z,2.5 %,0.05419012,,Linear regression,TRUE,
M8_means,,,10,bedrooms_z,97.5 %,0.07226549,,Linear regression,TRUE,
M8_means,,,11,apartment_rating_median_z,b,0.05268715,,Linear regression,TRUE,
M8_means,,,11,apartment_rating_median_z,SE,0.004742215,,Linear regression,TRUE,
M8_means,,,11,apartment_rating_median_z,t,11.11024,,Linear regression,TRUE,
M8_means,,,11,apartment_rating_median_z,p,0.000000000000000000000000003909043,,Linear regression,TRUE,
M8_means,,,11,apartment_rating_median_z,df,1008,,Linear regression,TRUE,
M8_means,,,11,apartment_rating_median_z,2.5 %,0.0433814,,Linear regression,TRUE,
M8_means,,,11,apartment_rating_median_z,97.5 %,0.06199289,,Linear regression,TRUE,
M8_means,,,12,attractiveness_mean_z:entire_apartment1,b,0.00001215997,,Linear regression,TRUE,
M8_means,,,12,attractiveness_mean_z:entire_apartment1,SE,0.009525122,,Linear regression,TRUE,
M8_means,,,12,attractiveness_mean_z:entire_apartment1,t,0.001276621,,Linear regression,TRUE,
M8_means,,,12,attractiveness_mean_z:entire_apartment1,p,0.9989817,,Linear regression,TRUE,
M8_means,,,12,attractiveness_mean_z:entire_apartment1,df,1008,,Linear regression,TRUE,
M8_means,,,12,attractiveness_mean_z:entire_apartment1,2.5 %,-0.01867918,,Linear regression,TRUE,
M8_means,,,12,attractiveness_mean_z:entire_apartment1,97.5 %,0.0187035,,Linear regression,TRUE,
M8_means,,,13,(Model),R squared,0.6410381,,Linear regression,TRUE,
M8_means,,,13,(Model),adjusted R squared,0.6371208,,Linear regression,TRUE,
M8_means,,,13,(Model),F,163.6452,,Linear regression,TRUE,
M8_means,,,13,(Model),numerator df,11,,Linear regression,TRUE,
M8_means,,,13,(Model),denominator df,1008,,Linear regression,TRUE,
M8_means,,,13,(Model),p,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002139157,,Linear regression,TRUE,
M9,,,1,(Intercept),b,1.959191,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,1,(Intercept),SE,0.01021186,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,1,(Intercept),t,191.8544,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,1,(Intercept),p,0,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,1,(Intercept),df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,1,(Intercept),2.5 %,1.939152,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,1,(Intercept),97.5 %,1.97923,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,2,attractiveness_cathigh,b,0.002817503,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,2,attractiveness_cathigh,SE,0.01136452,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,2,attractiveness_cathigh,t,0.2479209,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,2,attractiveness_cathigh,p,0.8042461,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,2,attractiveness_cathigh,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,2,attractiveness_cathigh,2.5 %,-0.01948333,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,2,attractiveness_cathigh,97.5 %,0.02511834,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,3,attractiveness_catlow,b,-0.03069353,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,3,attractiveness_catlow,SE,0.01180993,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,3,attractiveness_catlow,t,-2.59896,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,3,attractiveness_catlow,p,0.009487248,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,3,attractiveness_catlow,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,3,attractiveness_catlow,2.5 %,-0.05386839,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,3,attractiveness_catlow,97.5 %,-0.007518665,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,4,trustworthiness_median_z,b,-0.005511858,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,4,trustworthiness_median_z,SE,0.004778826,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,4,trustworthiness_median_z,t,-1.153392,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,4,trustworthiness_median_z,p,0.249023,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,4,trustworthiness_median_z,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,4,trustworthiness_median_z,2.5 %,-0.01488944,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,4,trustworthiness_median_z,97.5 %,0.003865728,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,5,host_gendermale,b,0.00120187,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,5,host_gendermale,SE,0.009926593,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,5,host_gendermale,t,0.1210758,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,5,host_gendermale,p,0.9036551,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,5,host_gendermale,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,5,host_gendermale,2.5 %,-0.01827728,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,5,host_gendermale,97.5 %,0.02068102,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,6,host_is_superhost1,b,0.01552486,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,6,host_is_superhost1,SE,0.01353968,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,6,host_is_superhost1,t,1.14662,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,6,host_is_superhost1,p,0.2518108,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,6,host_is_superhost1,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,6,host_is_superhost1,2.5 %,-0.01104432,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,6,host_is_superhost1,97.5 %,0.04209405,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,7,review_scores_rating_z,b,0.02216023,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,7,review_scores_rating_z,SE,0.004800227,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,7,review_scores_rating_z,t,4.616497,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,7,review_scores_rating_z,p,0.000004406324,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,7,review_scores_rating_z,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,7,review_scores_rating_z,2.5 %,0.01274065,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,7,review_scores_rating_z,97.5 %,0.03157982,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,8,number_of_reviews_log_z,b,0.001049298,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,8,number_of_reviews_log_z,SE,0.004750494,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,8,number_of_reviews_log_z,t,0.2208819,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,8,number_of_reviews_log_z,p,0.8252291,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,8,number_of_reviews_log_z,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,8,number_of_reviews_log_z,2.5 %,-0.008272693,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,8,number_of_reviews_log_z,97.5 %,0.01037129,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,9,median_rent_log_z,b,0.07637786,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,9,median_rent_log_z,SE,0.004596569,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,9,median_rent_log_z,t,16.61628,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,9,median_rent_log_z,p,0.0000000000000000000000000000000000000000000000000000005527117,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,9,median_rent_log_z,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,9,median_rent_log_z,2.5 %,0.06735792,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,9,median_rent_log_z,97.5 %,0.0853978,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,10,entire_apartment1,b,0.2460523,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,10,entire_apartment1,SE,0.009656572,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,10,entire_apartment1,t,25.4803,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,10,entire_apartment1,p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005971039,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,10,entire_apartment1,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,10,entire_apartment1,2.5 %,0.227103,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,10,entire_apartment1,97.5 %,0.2650016,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,11,bedrooms_z,b,0.06307252,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,11,bedrooms_z,SE,0.004604256,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,11,bedrooms_z,t,13.69874,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,11,bedrooms_z,p,0.000000000000000000000000000000000000002695109,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,11,bedrooms_z,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,11,bedrooms_z,2.5 %,0.0540375,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,11,bedrooms_z,97.5 %,0.07210755,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,12,apartment_rating_median_z,b,0.05325195,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,12,apartment_rating_median_z,SE,0.004729472,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,12,apartment_rating_median_z,t,11.2596,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,12,apartment_rating_median_z,p,0.0000000000000000000000000008741446,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,12,apartment_rating_median_z,df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,12,apartment_rating_median_z,2.5 %,0.04397121,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,12,apartment_rating_median_z,97.5 %,0.06253269,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,13,(Model),R squared,0.6416087,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,13,(Model),adjusted R squared,0.6376977,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,13,(Model),F,164.0517,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,13,(Model),numerator df,11,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,13,(Model),denominator df,1008,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M9,,,13,(Model),p,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009632353,,Linear regression,FALSE,"Attractiveness categorized: low, average, high"
M10,,,1,(Intercept),b,1.956619,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,1,(Intercept),SE,0.009603472,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,1,(Intercept),t,203.7408,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,1,(Intercept),p,0,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,1,(Intercept),df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,1,(Intercept),2.5 %,1.937774,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,1,(Intercept),97.5 %,1.975465,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,2,trustworthiness_median_z,b,-0.01218377,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,2,trustworthiness_median_z,SE,0.005263251,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,2,trustworthiness_median_z,t,-2.314875,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,2,trustworthiness_median_z,p,0.02082113,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,2,trustworthiness_median_z,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,2,trustworthiness_median_z,2.5 %,-0.02251203,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,2,trustworthiness_median_z,97.5 %,-0.001855509,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,3,attractiveness_median_z,b,0.0116762,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,3,attractiveness_median_z,SE,0.004981279,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,3,attractiveness_median_z,t,2.344017,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,3,attractiveness_median_z,p,0.01927191,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,3,attractiveness_median_z,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,3,attractiveness_median_z,2.5 %,0.001901266,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,3,attractiveness_median_z,97.5 %,0.02145114,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,4,facepp_ethnicityBlack,b,-0.04620596,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,4,facepp_ethnicityBlack,SE,0.01393405,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,4,facepp_ethnicityBlack,t,-3.316046,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,4,facepp_ethnicityBlack,p,0.000945781,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,4,facepp_ethnicityBlack,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,4,facepp_ethnicityBlack,2.5 %,-0.07354923,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,4,facepp_ethnicityBlack,97.5 %,-0.01886269,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,5,facepp_ethnicityAsian,b,0.002543978,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,5,facepp_ethnicityAsian,SE,0.01343331,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,5,facepp_ethnicityAsian,t,0.1893784,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,5,facepp_ethnicityAsian,p,0.8498346,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,5,facepp_ethnicityAsian,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,5,facepp_ethnicityAsian,2.5 %,-0.02381666,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,5,facepp_ethnicityAsian,97.5 %,0.02890462,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,6,facepp_smile_z,b,0.01539268,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,6,facepp_smile_z,SE,0.005132366,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,6,facepp_smile_z,t,2.999139,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,6,facepp_smile_z,p,0.002774333,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,6,facepp_smile_z,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,6,facepp_smile_z,2.5 %,0.005321262,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,6,facepp_smile_z,97.5 %,0.0254641,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,7,facepp_age_z,b,0.005121672,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,7,facepp_age_z,SE,0.004769628,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,7,facepp_age_z,t,1.07381,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,7,facepp_age_z,p,0.2831666,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,7,facepp_age_z,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,7,facepp_age_z,2.5 %,-0.004237933,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,7,facepp_age_z,97.5 %,0.01448128,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,8,host_gendermale,b,0.005827927,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,8,host_gendermale,SE,0.009945364,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,8,host_gendermale,t,0.5859943,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,8,host_gendermale,p,0.5580113,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,8,host_gendermale,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,8,host_gendermale,2.5 %,-0.0136882,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,8,host_gendermale,97.5 %,0.02534406,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,9,host_is_superhost1,b,0.01286776,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,9,host_is_superhost1,SE,0.01341855,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,9,host_is_superhost1,t,0.9589528,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,9,host_is_superhost1,p,0.3378139,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,9,host_is_superhost1,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,9,host_is_superhost1,2.5 %,-0.01346393,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,9,host_is_superhost1,97.5 %,0.03919945,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,10,review_scores_rating_z,b,0.02064502,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,10,review_scores_rating_z,SE,0.004793005,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,10,review_scores_rating_z,t,4.307323,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,10,review_scores_rating_z,p,0.00001814991,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,10,review_scores_rating_z,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,10,review_scores_rating_z,2.5 %,0.01123954,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,10,review_scores_rating_z,97.5 %,0.0300505,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,11,number_of_reviews_log_z,b,0.001627261,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,11,number_of_reviews_log_z,SE,0.004717346,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,11,number_of_reviews_log_z,t,0.3449527,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,11,number_of_reviews_log_z,p,0.7302023,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,11,number_of_reviews_log_z,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,11,number_of_reviews_log_z,2.5 %,-0.007629749,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,11,number_of_reviews_log_z,97.5 %,0.01088427,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,12,median_rent_log_z,b,0.0721185,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,12,median_rent_log_z,SE,0.004633794,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,12,median_rent_log_z,t,15.5636,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,12,median_rent_log_z,p,0.0000000000000000000000000000000000000000000000004418043,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,12,median_rent_log_z,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,12,median_rent_log_z,2.5 %,0.06302545,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,12,median_rent_log_z,97.5 %,0.08121156,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,13,entire_apartment1,b,0.2468694,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,13,entire_apartment1,SE,0.00957726,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,13,entire_apartment1,t,25.77662,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,13,entire_apartment1,p,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008304476,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,13,entire_apartment1,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,13,entire_apartment1,2.5 %,0.2280756,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,13,entire_apartment1,97.5 %,0.2656631,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,14,bedrooms_z,b,0.06270098,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,14,bedrooms_z,SE,0.004600861,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,14,bedrooms_z,t,13.6281,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,14,bedrooms_z,p,0.000000000000000000000000000000000000006368931,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,14,bedrooms_z,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,14,bedrooms_z,2.5 %,0.05367256,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,14,bedrooms_z,97.5 %,0.07172941,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,15,apartment_rating_median_z,b,0.05267273,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,15,apartment_rating_median_z,SE,0.004690375,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,15,apartment_rating_median_z,t,11.22996,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,15,apartment_rating_median_z,p,0.000000000000000000000000001202484,,Linear regression,FALSE,With Face Plus Plus predictors
M10,,,15,apartment_rating_median_z,df,1002,,Linear regression,FALSE,With Face Plus Plus predictors
